repo_full_name,repo_url,stars,forks,description,last_updated,primary_language,discovered_at
1244632315/CLASP,https://github.com/1244632315/CLASP,0,0,,2025-09-08T13:33:49Z,Jupyter Notebook,2025-10-24T08:18:22.107723
mauicv/pogo_control,https://github.com/mauicv/pogo_control,0,0,,2025-06-17T08:50:17Z,Python,2025-10-24T08:18:22.367494
nuru-nu/moyo,https://github.com/nuru-nu/moyo,0,0,Human Motion and Machine Emotion,2025-03-13T23:24:43Z,Jupyter Notebook,2025-10-24T08:18:22.625015
GustavoMCF/RoadEye,https://github.com/GustavoMCF/RoadEye,1,1,Trabalho de Visão Computacional - Detector de Infração de Trânsito,2024-06-18T19:01:56Z,Python,2025-10-24T08:18:22.884546
tharakarehan/highway-lane-violation-detector,https://github.com/tharakarehan/highway-lane-violation-detector,7,1,"Desktop app for detecting highway lane violations. Illegal parking, Wrong direction, Illegal over taking can be detected",2025-10-03T13:07:58Z,Python,2025-10-24T08:18:23.172912
pklito/ARMP-Project,https://github.com/pklito/ARMP-Project,1,0,"Simultaneous balancing and sensing of a ball, while moving along a path, using two 6-DOF arms",2025-10-21T13:43:32Z,Python,2025-10-24T08:18:23.487456
NEWSLabNTU/2025-Philly-thesis,https://github.com/NEWSLabNTU/2025-Philly-thesis,0,0,,2025-02-13T00:26:07Z,Python,2025-10-24T08:18:23.780886
DexRobot/pyzlg_dexhand,https://github.com/DexRobot/pyzlg_dexhand,13,0,,2025-09-22T15:43:24Z,Python,2025-10-24T08:18:24.139026
giladcohen/ARF,https://github.com/giladcohen/ARF,0,0,Simple Post-Training Robustness Using Test Time Augmentations and Random Forest,2022-05-27T18:35:46Z,Python,2025-10-24T08:18:24.424370
varfish-org/varfish-server,https://github.com/varfish-org/varfish-server,49,12,VarFish: comprehensive DNA variant analysis for diagnostics and research,2025-10-22T12:44:01Z,Python,2025-10-24T08:18:24.762826
engyasin/Offline_MOT,https://github.com/engyasin/Offline_MOT,13,2,Multiple traffic entities detection and tracking from bird-view drone stationary  videos https://engyasin.github.io/Offline_MOT/,2025-10-09T02:26:28Z,Python,2025-10-24T08:18:25.027527
jshuo/phoenix-multi-agent-soc,https://github.com/jshuo/phoenix-multi-agent-soc,0,0,,2025-10-20T10:12:33Z,Jupyter Notebook,2025-10-24T08:18:25.301740
LASR-at-Home/Base,https://github.com/LASR-at-Home/Base,7,17,The main repository for the LASR codebase.,2025-07-11T21:55:52Z,Python,2025-10-24T08:18:25.602340
ng-capstone/ng-tracking,https://github.com/ng-capstone/ng-tracking,2,0,"Tracks hostile cars with a network of microservices and cameras running CV algorithms, and intercepts them using RL algorithms and simulated cops (2024-2025)",2025-07-01T13:04:11Z,HTML,2025-10-24T08:18:26.001901
CREPS-Poitiers/Pose2Sim_dev,https://github.com/CREPS-Poitiers/Pose2Sim_dev,3,0,,2025-08-13T18:16:25Z,Python,2025-10-24T08:18:26.332745
Anushri-Rawat/BeeCognition,https://github.com/Anushri-Rawat/BeeCognition,2,2,,2025-10-08T15:59:45Z,Python,2025-10-24T08:18:28.000582
Lizhuoling/VIRT,https://github.com/Lizhuoling/VIRT,29,0,,2025-10-10T09:00:03Z,Python,2025-10-24T08:18:28.258731
yxtj/VideoServing,https://github.com/yxtj/VideoServing,3,0,,2024-06-05T14:22:03Z,Python,2025-10-24T08:18:28.561417
parth335/CodeAlpha_ObjectDetectionandTracking,https://github.com/parth335/CodeAlpha_ObjectDetectionandTracking,0,0,,2025-06-26T06:42:43Z,Python,2025-10-24T08:18:28.798206
Arthur151/ROMP,https://github.com/Arthur151/ROMP,1459,240,"Monocular, One-stage, Regression of Multiple 3D People and their 3D positions & trajectories in camera & global coordinates. ROMP[ICCV21], BEV[CVPR22], TRACE[CVPR2023]",2025-10-23T10:45:36Z,Python,2025-10-24T08:18:29.053619
lauramsmith/fine-tuning-locomotion,https://github.com/lauramsmith/fine-tuning-locomotion,144,27,,2025-10-23T15:25:41Z,Python,2025-10-24T08:18:29.303789
Shougakusei/daydreamer_docker,https://github.com/Shougakusei/daydreamer_docker,1,1,,2024-10-23T01:33:29Z,Python,2025-10-24T08:18:29.590049
m-serra/daydreamer,https://github.com/m-serra/daydreamer,0,0,Reproducing DayDreamer experiment in a Kinova arm,2025-03-14T19:36:14Z,Jupyter Notebook,2025-10-24T08:18:29.866873
dhananjayaDev/eagle-eye-app,https://github.com/dhananjayaDev/eagle-eye-app,0,0,,2025-06-19T05:44:07Z,Python,2025-10-24T08:18:30.129158
adityamorex/Object-Detection-Capstone,https://github.com/adityamorex/Object-Detection-Capstone,0,0,,2023-10-28T17:44:43Z,Python,2025-10-24T08:18:30.401211
salehhsan3/Ball-Balancing-In-Real-Time,https://github.com/salehhsan3/Ball-Balancing-In-Real-Time,0,0,,2024-09-05T13:57:12Z,Python,2025-10-24T08:18:30.641548
jshuo/ai-moea-proposal,https://github.com/jshuo/ai-moea-proposal,0,1,,2025-10-23T07:05:19Z,TypeScript,2025-10-24T08:18:30.910461
Shubham-kpl/MonitorBee,https://github.com/Shubham-kpl/MonitorBee,0,0,An AI powered honeybee monitoring and management system ,2025-04-30T10:18:38Z,PureBasic,2025-10-24T08:18:31.173641
hongsukchoi/TRACE_vis,https://github.com/hongsukchoi/TRACE_vis,0,0,,2024-10-09T23:37:40Z,Python,2025-10-24T08:18:31.443292
TrackingLaboratory/tracklab,https://github.com/TrackingLaboratory/tracklab,195,29, A Modular End-to-End Tracking Framework for Research and Development 🎯🔬,2025-10-14T14:33:07Z,Python,2025-10-24T08:18:31.748365
anbebe/Pedestrian-Trajectory-Prediction,https://github.com/anbebe/Pedestrian-Trajectory-Prediction,0,0,,2024-10-07T19:52:16Z,Jupyter Notebook,2025-10-24T08:18:32.030765
spehj/yolov7-counter-jetson-nano,https://github.com/spehj/yolov7-counter-jetson-nano,24,2,"Counting pigs app using Jetson Nano with custom-trained YOLOv7, SORT tracking and complete instructions.",2025-10-11T10:52:04Z,Jupyter Notebook,2025-10-24T08:18:32.299734
avi33/prediction,https://github.com/avi33/prediction,0,0,point tracking using kalman filter practice,2024-12-07T18:18:20Z,Python,2025-10-24T08:18:32.571655
Steven-francois/MasterThesis,https://github.com/Steven-francois/MasterThesis,0,0,,2025-08-27T10:11:44Z,Python,2025-10-24T08:18:32.825597
hitfeelee/rtm3d,https://github.com/hitfeelee/rtm3d,4,2,"Perform 3d object detection base on anchor free rtm3d(master), somke(somke) ",2024-02-08T03:50:02Z,Python,2025-10-24T08:18:33.131434
hieupham1103/vipcup2025,https://github.com/hieupham1103/vipcup2025,0,0,,2025-10-07T12:39:21Z,Jupyter Notebook,2025-10-24T08:18:33.496256
agimus-project/video_guided_tamp_planner,https://github.com/agimus-project/video_guided_tamp_planner,5,2,Planner for the ICRA 2023 submission titled Multi-Contact Task and Motion Planning Guided by Video Demonstration.,2025-09-27T14:34:21Z,Python,2025-10-24T08:18:34.263966
BinItAI/core,https://github.com/BinItAI/core,4,0,"Mono-repository hosting our backend, infrastructure, frontends, IoT, and machine learning work.",2025-10-23T21:04:26Z,Python,2025-10-24T08:18:34.664042
ISSUIUC/ISS-Controls,https://github.com/ISSUIUC/ISS-Controls,7,2,ISS's State-Estimation System for MIDAS avionics system,2025-10-07T00:16:48Z,Python,2025-10-24T08:18:34.963592
eleliauk/OSPP-X-AnyLabeling,https://github.com/eleliauk/OSPP-X-AnyLabeling,0,0,开源之夏 数据集标注,2024-09-05T02:59:04Z,Python,2025-10-24T08:18:35.232958
youse0ng/Myopencv,https://github.com/youse0ng/Myopencv,0,0,오일석 교수님의 교재인 딥러닝과 컴퓨터비전 공부한 내용입니다.,2025-05-21T01:20:44Z,Jupyter Notebook,2025-10-24T08:18:35.516649
sinkinrin/yolov5-csgo-detect,https://github.com/sinkinrin/yolov5-csgo-detect,0,0,,2023-12-30T04:08:01Z,Python,2025-10-24T08:18:35.880263
aybarskerem/OASLTIP,https://github.com/aybarskerem/OASLTIP,9,0,Obstruction-Aware Signal-Loss-Tolerant Indoor Positioning (OASLTIP) Using Bluetooth Low Energy,2025-07-25T22:05:17Z,Python,2025-10-24T08:18:36.159245
branes-ai/object_tracker,https://github.com/branes-ai/object_tracker,1,0,Object tracker using DeepSort,2025-09-30T10:33:47Z,MLIR,2025-10-24T08:18:36.510433
ZAAFHachemrachid/ai24day-idea-1,https://github.com/ZAAFHachemrachid/ai24day-idea-1,2,0,,2025-05-10T13:51:35Z,Python,2025-10-24T08:18:36.768028
Sntz91/ipm_evaluation,https://github.com/Sntz91/ipm_evaluation,0,1,,2024-07-03T11:58:51Z,Python,2025-10-24T08:18:37.037568
constantin-khakhilev/TD-800,https://github.com/constantin-khakhilev/TD-800,0,0,,2024-08-01T06:01:13Z,Python,2025-10-24T08:18:37.321045
alexandrehuynh/eyespy_api,https://github.com/alexandrehuynh/eyespy_api,1,0,"The Eyespy API is designed to process videos of human movement, extract pose landmarks using Mediapipe, and return detailed feedback and metrics. This API will allow fitness companies to integrate pose analysis into their applications by uploading videos or streaming live data, without requiring extensive backend expertise.",2025-03-15T00:53:30Z,Python,2025-10-24T08:18:37.668333
Himanshu-18-P/FaceEntrySystem,https://github.com/Himanshu-18-P/FaceEntrySystem,0,0,,2025-06-25T07:48:37Z,Python,2025-10-24T08:18:37.920050
adnamad/Deep_OC_SORT,https://github.com/adnamad/Deep_OC_SORT,2,0," Deep-OC-SORT: Observation-Centric SORT on video Multi-Object Tracking with Grid based Appearance Re-ID. OC-SORT is simple, online and robust to occlusion/non-linear motion.",2025-08-04T10:02:55Z,Python,2025-10-24T08:18:38.198500
geeth345/bristle-bot,https://github.com/geeth345/bristle-bot,0,1,Building a bristle bot swarm!,2025-05-27T03:36:42Z,C++,2025-10-24T08:18:38.496352
QDucasse/radinject,https://github.com/QDucasse/radinject,13,6,:flight_departure: Air traffic controller simulator using simulated planes/radars. Objective - impact of a compromised radar and FDI attack on state estimators,2025-09-17T09:36:01Z,Python,2025-10-24T08:18:38.723683
rl-institut/432-Mikroprojekt-freeGon,https://github.com/rl-institut/432-Mikroprojekt-freeGon,4,0,,2025-10-13T12:11:14Z,Python,2025-10-24T08:18:39.033256
utexas-ghosh-group/carstop,https://github.com/utexas-ghosh-group/carstop,6,5,,2021-09-11T14:31:19Z,Python,2025-10-24T08:18:39.394225
lashkare97/Vehicle-Counter,https://github.com/lashkare97/Vehicle-Counter,0,0,,2025-04-01T16:22:09Z,Python,2025-10-24T08:18:39.709649
widden-teng/NCTU_Self_Driving_Cars,https://github.com/widden-teng/NCTU_Self_Driving_Cars,0,0,,2024-03-07T12:39:58Z,Python,2025-10-24T08:18:39.994920
plachert/object-tracking-cli,https://github.com/plachert/object-tracking-cli,0,0,,2024-05-29T13:41:56Z,Python,2025-10-24T08:18:40.245670
anubhabghosh/danse_jrnl,https://github.com/anubhabghosh/danse_jrnl,4,5,Experiments related to the journal version of DANSE,2025-10-02T19:53:01Z,Python,2025-10-24T08:18:40.528796
Shaun-CMU/tracker_aacas,https://github.com/Shaun-CMU/tracker_aacas,1,0,tracker testing for aacas,2020-04-13T19:41:06Z,Python,2025-10-24T08:18:40.787986
5G-ERA/CollisionWarningService,https://github.com/5G-ERA/CollisionWarningService,0,4,Early collision warning Network Application for Transportation use case,2024-12-12T19:48:33Z,Python,2025-10-24T08:18:41.084980
DiegoHerrera1890/facial-recognition-system-implemented-in-an-unmanned-aerial-vehicle,https://github.com/DiegoHerrera1890/facial-recognition-system-implemented-in-an-unmanned-aerial-vehicle,0,0,This is for face recognition using drones,2024-10-06T07:10:50Z,Python,2025-10-24T08:18:41.343172
ali-hirani/uav-slam,https://github.com/ali-hirani/uav-slam,9,0,Autonomous indoor drone navigation using a sensor based approach for SLAM,2025-07-25T19:21:39Z,Python,2025-10-24T08:18:41.656701
simonbing/HealthGen,https://github.com/simonbing/HealthGen,1,0,HealthGen is a deep generative model to generate synthetic EHR time series with informative missing value patterns.,2025-08-24T06:06:55Z,Python,2025-10-24T08:18:41.948950
Siaan/kalmanfilter,https://github.com/Siaan/kalmanfilter,0,0,Dimensionality reduction (Kalman Filter) model for neural data analysis,2020-12-21T19:40:48Z,Jupyter Notebook,2025-10-24T08:18:42.230104
lysandermawby/edth_hackathon_2025,https://github.com/lysandermawby/edth_hackathon_2025,0,0,,2025-09-28T14:34:15Z,Python,2025-10-24T08:18:42.521782
SysCV/spc2,https://github.com/SysCV/spc2,20,4,"Instance-Aware Predictive Navigation in Multi-Agent Environments, ICRA 2021",2023-12-19T11:24:38Z,Python,2025-10-24T08:18:42.822282
nikzart/guardian-angel-core,https://github.com/nikzart/guardian-angel-core,0,0,An edge AI system for real-time safety monitoring in educational environments using computer vision and pose estimation.,2025-10-06T14:24:42Z,Python,2025-10-24T08:18:43.672546
pan1028/deep-multi-tracking,https://github.com/pan1028/deep-multi-tracking,13,2,Multiple Object Tracking Using Deep Learning and Kalman Filter,2025-05-08T14:30:54Z,Python,2025-10-24T08:18:43.938107
tengjunwan/ocsort,https://github.com/tengjunwan/ocsort,0,0,ocsort simplicity,2025-10-17T10:24:15Z,Python,2025-10-24T08:18:44.210411
liu-s-q19/ConvUKF4MOT,https://github.com/liu-s-q19/ConvUKF4MOT,1,0,,2024-11-13T06:22:19Z,Python,2025-10-24T08:18:44.521655
Gritsee/sort-test,https://github.com/Gritsee/sort-test,0,0,,2021-07-30T15:00:21Z,Jupyter Notebook,2025-10-24T08:18:44.848130
Bapannarama/3rd-year-project,https://github.com/Bapannarama/3rd-year-project,0,0,Repostiory containing python code for my final year project - data analysis functions for an RFID-based localisation system,2015-06-04T15:48:53Z,Python,2025-10-24T08:18:45.130024
Jhidown/Robot_trajectory_estimation,https://github.com/Jhidown/Robot_trajectory_estimation,2,0,Python interface for mobile robot using LoRa communication. Flask server available. Live trajectory available with a monocular camera,2025-09-24T09:20:56Z,Python,2025-10-24T08:18:45.405207
Viserion-7/Object-Detection-using-yolov8,https://github.com/Viserion-7/Object-Detection-using-yolov8,0,0,,2023-12-28T16:24:26Z,Python,2025-10-24T08:18:45.731809
sieniven/spot-it-3d,https://github.com/sieniven/spot-it-3d,29,7,Multi-target tracking application for small and fast-moving targets using their kinematic features.,2025-08-26T01:49:14Z,C++,2025-10-24T08:18:45.969312
lejeunel/ssnnpu_ksptrack,https://github.com/lejeunel/ssnnpu_ksptrack,2,2,,2024-10-29T03:52:07Z,Python,2025-10-24T08:18:46.270403
SigmoidAI/articles,https://github.com/SigmoidAI/articles,6,18,"Explore Sigmoid-Articles: AI organization's repository with enlightening articles on AI, machine learning, and tech. Unveil insights, share knowledge, and foster innovation in cutting-edge technologies. Join us in shaping the AI community.",2025-09-29T13:56:38Z,Jupyter Notebook,2025-10-24T08:18:46.587354
dmittov/hometemp,https://github.com/dmittov/hometemp,0,0,GAE informer,2016-06-23T09:57:15Z,Python,2025-10-24T08:18:46.848709
nimiCurtis/pilot_bc,https://github.com/nimiCurtis/pilot_bc,17,1,Pilot Behavior Cloning: An imitation learning method for learning tracking skills from human demonstrations. ,2025-10-08T14:16:52Z,Python,2025-10-24T08:18:47.122334
hosseinAT/PedestrianCommunication,https://github.com/hosseinAT/PedestrianCommunication,0,0,,2025-06-01T15:59:06Z,Python,2025-10-24T08:18:47.404342
HOLL95/Cytochrome_SV,https://github.com/HOLL95/Cytochrome_SV,1,0,,2021-10-26T09:20:26Z,Jupyter Notebook,2025-10-24T08:18:47.674953
MoMaF/facerec,https://github.com/MoMaF/facerec,0,0,Face recognition tools and models,2022-05-11T11:06:36Z,Python,2025-10-24T08:18:47.995231
danielcaag17/trackr-api,https://github.com/danielcaag17/trackr-api,0,0,,2025-09-15T10:02:02Z,Python,2025-10-24T08:18:48.276454
mcv-m6-video/mcv-m6-2021-team1,https://github.com/mcv-m6-video/mcv-m6-2021-team1,0,1,,2021-04-29T21:32:51Z,Jupyter Notebook,2025-10-24T08:18:48.628308
LawrenceZ22/ThermoHands,https://github.com/LawrenceZ22/ThermoHands,5,2,[Sensys 2025] ThermoHands: A Benchmark for 3D Hand Pose Estimation from Egocentric Thermal Images,2025-08-14T16:52:16Z,Python,2025-10-24T08:18:48.928700
AvishkaN/super-market-video-analysis,https://github.com/AvishkaN/super-market-video-analysis,0,0,,2024-07-22T18:58:16Z,Jupyter Notebook,2025-10-24T08:18:49.180346
rdturnermtl/functional_ukf,https://github.com/rdturnermtl/functional_ukf,0,0,Do a UKF filter on functionals and use a GP for distn,2022-11-02T06:01:38Z,Python,2025-10-24T08:18:49.464510
deveshyaara/Object-Detector,https://github.com/deveshyaara/Object-Detector,1,0,,2024-07-19T18:44:18Z,Python,2025-10-24T08:18:49.721959
kikass13/pyfoobar,https://github.com/kikass13/pyfoobar,0,0,,2025-08-30T16:39:25Z,Python,2025-10-24T08:18:50.020792
Braafisch/simPLEulator,https://github.com/Braafisch/simPLEulator,0,0,,2025-09-14T21:42:32Z,Python,2025-10-24T08:18:50.312682
FedericoSghedoni/CV_BasketAnalysis,https://github.com/FedericoSghedoni/CV_BasketAnalysis,1,0,,2024-08-08T09:30:52Z,C,2025-10-24T08:18:50.597190
vk1996/yolox-pedestrian-detection-all-weather-aug,https://github.com/vk1996/yolox-pedestrian-detection-all-weather-aug,0,0,,2025-05-23T09:15:50Z,Python,2025-10-24T08:18:50.840168
yjwong1999/OpenVINO-Face-Tracking-using-YOLOv8-and-DeepSORT,https://github.com/yjwong1999/OpenVINO-Face-Tracking-using-YOLOv8-and-DeepSORT,18,0,Multi Camera Face Detection and Recognition with Tracking,2025-05-26T11:49:55Z,Python,2025-10-24T08:18:51.123953
HybridRobotics/DiffuseLoco,https://github.com/HybridRobotics/DiffuseLoco,148,17,Source code for the paper DiffuseLoco: Real-Time Legged Locomotion Control with Diffusion from Offline Datasets,2025-10-23T15:21:56Z,Python,2025-10-24T08:18:51.439940
BinItAI/core-mirror,https://github.com/BinItAI/core-mirror,0,0,test mirror,2025-09-18T19:04:34Z,Python,2025-10-24T08:18:52.644288
Sntz91/ipm_kafka,https://github.com/Sntz91/ipm_kafka,0,0,,2024-07-23T13:30:41Z,Python,2025-10-24T08:18:52.900544
govindkrishna03/Object-Detection,https://github.com/govindkrishna03/Object-Detection,0,0,,2023-11-02T05:27:17Z,Python,2025-10-24T08:18:53.195346
zzhmx/yolov5-tracking-xxxsort,https://github.com/zzhmx/yolov5-tracking-xxxsort,10,1,"A tracking scheme developed by integrating six tracking methods, DeepSORT StrongSORT OSNet HybridSORT, OCSORT, and ByteTrack, using yolov5",2025-02-28T17:33:17Z,Python,2025-10-24T08:18:53.444699
izazahmad-ai/Deep-Learning,https://github.com/izazahmad-ai/Deep-Learning,6,0,"Deep Learning enthusiast, adept at training and deploying neural networks for diverse applications. With expertise in computer vision, NLP, and reinforcement learning, I'm passionate about leveraging AI to solve complex problems. I stay updated with the latest research and emphasize ethical AI practices in all my projects.",2025-03-21T16:11:44Z,Python,2025-10-24T08:18:53.711016
thanhdatpham22/Track-and-count-with-Yolov8,https://github.com/thanhdatpham22/Track-and-count-with-Yolov8,1,0,,2024-12-02T13:47:00Z,Python,2025-10-24T08:18:53.970447
thangnd001/sperm_track,https://github.com/thangnd001/sperm_track,0,0,,2025-04-19T12:10:48Z,Jupyter Notebook,2025-10-24T08:18:54.258130
arclab-hku/Imitation_from_video,https://github.com/arclab-hku/Imitation_from_video,35,6,,2025-10-24T06:14:37Z,Python,2025-10-24T08:18:54.643699
warner-ng/DiffuseLoco,https://github.com/warner-ng/DiffuseLoco,0,0,,2025-10-19T13:50:40Z,Python,2025-10-24T08:18:54.945603
elikos/elikos_ros,https://github.com/elikos/elikos_ros,7,2,This repo was deprecated at the end of 2017. Packages were split into separate git repos. See elikos/elikos_quad,2025-01-07T10:09:39Z,C++,2025-10-24T08:18:55.375132
r00tman/EventHands,https://github.com/r00tman/EventHands,40,8,Real-Time Neural 3D Hand Pose Estimation from an Event Stream [ICCV 2021] ,2024-10-16T15:36:07Z,C++,2025-10-24T08:18:55.637417
virmani11kartik/Visual-SLAM-DOF-w-GDino,https://github.com/virmani11kartik/Visual-SLAM-DOF-w-GDino,0,0,,2025-09-30T03:06:52Z,Python,2025-10-24T08:18:55.923819
LinusNEP/TCC-IRoNL,https://github.com/LinusNEP/TCC-IRoNL,19,4,TCC-IRoNL is a novel framework that leverages large language models (LLMs) and multi-model vision-language models (VLMs) to enable ROS-based autonomous robots to interact with humans or other entities through natural language conversation.,2025-10-06T09:23:36Z,C++,2025-10-24T08:18:56.206746
Abyssaledge/ImmortalTracker-for-CTRL,https://github.com/Abyssaledge/ImmortalTracker-for-CTRL,21,8,,2024-10-16T05:49:03Z,Python,2025-10-24T08:18:56.498911
Denishka/ml_1.1,https://github.com/Denishka/ml_1.1,0,0,,2022-11-07T18:32:01Z,Python,2025-10-24T08:18:56.788687
san-soucie/sgdrfros1,https://github.com/san-soucie/sgdrfros1,0,0,,2023-10-23T20:58:36Z,Python,2025-10-24T08:18:57.053748
chaTTa1/Pavement_Scanning_Cam_Array,https://github.com/chaTTa1/Pavement_Scanning_Cam_Array,0,0,,2025-09-24T16:48:38Z,Python,2025-10-24T08:18:57.309697
EvolutionaryNeuralCodingLab/PreyTouch,https://github.com/EvolutionaryNeuralCodingLab/PreyTouch,0,1,PreyTouch: Open-source software for prey catching experiments with a touch screen,2025-07-13T15:15:02Z,Python,2025-10-24T08:18:57.590114
CristianLazoQuispe/Pico_y_placa,https://github.com/CristianLazoQuispe/Pico_y_placa,3,1,Real time Road Space Rationing control using Jetson Nano,2023-08-01T14:43:33Z,Python,2025-10-24T08:18:57.865271
Youn-Rha/SafeSenior,https://github.com/Youn-Rha/SafeSenior,0,0,종합설계프로젝트2 낙상 감지를 위한 레이더 기반 행동 인식 시스템,2025-06-08T10:26:23Z,Python,2025-10-24T08:18:58.115257
MI2yaya/gaussianProcesses,https://github.com/MI2yaya/gaussianProcesses,1,0,,2025-10-01T18:25:52Z,Python,2025-10-24T08:18:58.361035
ileocho/CrackSeg,https://github.com/ileocho/CrackSeg,2,0,concrete crack segmentation by fine-tuning yolo-v7,2025-07-04T02:04:11Z,Python,2025-10-24T08:18:58.623174
daniel-tomaszuk/GUI_Blob_Tracker,https://github.com/daniel-tomaszuk/GUI_Blob_Tracker,30,13,Python GUI Multiple Blob Tracker,2025-06-28T07:26:54Z,Python,2025-10-24T08:18:58.929253
NilsIrl/ActuallyAHuman,https://github.com/NilsIrl/ActuallyAHuman,6,1,,2025-04-25T13:04:53Z,Python,2025-10-24T08:18:59.161218
NISCHALPI/neural_triangulation,https://github.com/NISCHALPI/neural_triangulation,0,0,A differentiable neural triangulation experiment.,2025-03-09T05:06:16Z,Jupyter Notebook,2025-10-24T08:18:59.399031
aumkar22/Indoor-Location-Navigation,https://github.com/aumkar22/Indoor-Location-Navigation,2,2,"Repository for kaggle competition ""Indoor Location & Navigation"" https://www.kaggle.com/c/indoor-location-navigation",2022-05-03T13:26:19Z,Python,2025-10-24T08:18:59.656018
L4rralde/DonkieTown,https://github.com/L4rralde/DonkieTown,0,0,,2022-08-05T14:58:00Z,Python,2025-10-24T08:18:59.910356
Takuchan/uwb_navigation,https://github.com/Takuchan/uwb_navigation,0,1,【Now Developing】UWBを使ったナビゲーションシステムの研究,2025-10-21T04:35:00Z,Python,2025-10-24T08:19:00.149989
NikhilKrSharma/video-intelligence,https://github.com/NikhilKrSharma/video-intelligence,0,0,,2024-08-18T06:01:37Z,Python,2025-10-24T08:19:00.431796
Naughty-Galileo/YoloV5_MCMOT,https://github.com/Naughty-Galileo/YoloV5_MCMOT,72,10,多类别多目标跟踪YoloV5+sort/deepsort/bytetrack/BotSort/motdt,2025-10-10T01:23:39Z,Python,2025-10-24T08:19:00.724374
MacHu-GWU/dupefilter-project,https://github.com/MacHu-GWU/dupefilter-project,0,0,A job scheduler framework with built-in dupelicate filter system.,2017-07-07T23:53:01Z,Python,2025-10-24T08:19:00.983005
contagon/3DVision,https://github.com/contagon/3DVision,1,1,A simple stereo vision application,2024-12-29T20:30:45Z,Python,2025-10-24T08:19:01.228454
coenberns/EGG_analyses,https://github.com/coenberns/EGG_analyses,0,0,"All read-in, pre/post-processing, and analyses of EGG recordings created with MiGUT",2024-05-16T09:35:34Z,Jupyter Notebook,2025-10-24T08:19:01.471529
NicolasStrohmDriverless/autonomous-system,https://github.com/NicolasStrohmDriverless/autonomous-system,0,0,,2025-10-15T14:02:00Z,Python,2025-10-24T08:19:01.752056
alpttex19/Two_Wheeled_Robot_LQR,https://github.com/alpttex19/Two_Wheeled_Robot_LQR,0,0,,2025-08-25T02:50:57Z,Python,2025-10-24T08:19:02.059895
SKKUAutoLab/ETSS-07-ImageEnhance,https://github.com/SKKUAutoLab/ETSS-07-ImageEnhance,8,6,,2025-09-24T06:45:43Z,Python,2025-10-24T08:19:02.873161
FARAZLOTFI/underwater-object-tracking,https://github.com/FARAZLOTFI/underwater-object-tracking,6,1,Under water object tracking using RL controller,2025-07-14T02:39:10Z,Python,2025-10-24T08:19:03.141899
JJhyeongg/stereo_tracker_repo_2025,https://github.com/JJhyeongg/stereo_tracker_repo_2025,0,0,,2025-09-19T04:44:46Z,Python,2025-10-24T08:19:03.438819
sriza-n/sens_fusion,https://github.com/sriza-n/sens_fusion,0,0,,2025-04-22T08:49:25Z,Python,2025-10-24T08:19:03.713202
Margo2512/FlotationAnalytics,https://github.com/Margo2512/FlotationAnalytics,0,0,,2025-06-11T11:39:35Z,Python,2025-10-24T08:19:03.980479
SKKUAutoLab/ETSS-02-VehicleDetTrack,https://github.com/SKKUAutoLab/ETSS-02-VehicleDetTrack,11,6,A Region-and-Trajectory Traffic Flow Estimation,2025-09-26T06:53:53Z,Python,2025-10-24T08:19:04.254952
mk-bardi/shell_auto_programming,https://github.com/mk-bardi/shell_auto_programming,0,0,,2025-05-28T02:55:42Z,Python,2025-10-24T08:19:04.522141
krebsbstn/uwb-tracking,https://github.com/krebsbstn/uwb-tracking,3,2,,2025-09-08T01:14:40Z,C++,2025-10-24T08:19:04.750138
Perchenko/Emotion-recognition,https://github.com/Perchenko/Emotion-recognition,0,0,,2021-06-16T16:04:37Z,Jupyter Notebook,2025-10-24T08:19:05.049680
edward30n/RecWay_development_test,https://github.com/edward30n/RecWay_development_test,0,0,,2025-08-11T06:07:01Z,TypeScript,2025-10-24T08:19:05.343173
Gokul-Raj-R-Coder/Vehicle_cut_in_detection_and_Warnning_system,https://github.com/Gokul-Raj-R-Coder/Vehicle_cut_in_detection_and_Warnning_system,4,0,"Real-time vehicle cut-in detection and collision warning system using YOLOv8 for object detection and SORT for tracking. Processes dashcam video to identify vehicles cutting into the lane, calculate speed, and estimate time-to-collision (TTC). Issues warnings for potential collisions.",2025-09-30T11:41:39Z,Python,2025-10-24T08:19:05.604466
Shahariyarmarz/A_Wearable-Headband-for-Eye-blink-Gesture-Recognition,https://github.com/Shahariyarmarz/A_Wearable-Headband-for-Eye-blink-Gesture-Recognition,0,0,,2025-02-20T02:11:33Z,C++,2025-10-24T08:19:05.865747
Squar21/Sistema-d-identificaci-autom-tica-d-ocells-per-imatge,https://github.com/Squar21/Sistema-d-identificaci-autom-tica-d-ocells-per-imatge,0,0,,2025-10-20T01:42:48Z,Python,2025-10-24T08:19:06.122508
1zw/carla_simulation,https://github.com/1zw/carla_simulation,1,0,Carla simulation on ROS2,2024-09-27T09:43:37Z,Unknown,2025-10-24T08:19:06.411241
DirenkoOleksandr9/Detect-Soccer-Player-Update,https://github.com/DirenkoOleksandr9/Detect-Soccer-Player-Update,7,0,,2025-09-18T00:30:01Z,Jupyter Notebook,2025-10-24T08:19:06.669667
Alpha-github/Human-Pose-Dataset,https://github.com/Alpha-github/Human-Pose-Dataset,0,0,,2025-07-11T17:02:20Z,Python,2025-10-24T08:19:06.949084
